loss,step
tensor(0.2076, grad_fn=<MseLossBackward0>),0
tensor(0.0155, grad_fn=<MseLossBackward0>),100
tensor(0.0068, grad_fn=<MseLossBackward0>),200
tensor(0.0409, grad_fn=<MseLossBackward0>),300
tensor(0.0243, grad_fn=<MseLossBackward0>),400
tensor(0.0217, grad_fn=<MseLossBackward0>),500
tensor(0.0279, grad_fn=<MseLossBackward0>),600
tensor(0.0372, grad_fn=<MseLossBackward0>),700
tensor(0.0087, grad_fn=<MseLossBackward0>),800
tensor(0.0095, grad_fn=<MseLossBackward0>),900
