,Method,Best AUC,Best Possible AUC,Average Best AUC,Zscore Sum Best AUC,Zscore Sum of Best Possible AUC
0,Loss,0.9650839137645109,0.975095190713101,0.9625966169154229,2626.5971347170216,2962.2261163284616
1,Dist,0.9663681592039801,0.9830580431177447,0.9659701492537314,2364.6504191967797,2965.289692197321
2,LOF,0.9653333333333334,0.9728185737976783,0.9584148590381426,2675.596252228539,3056.143890928537
3,Isolation,0.9103071310116085,0.9740842454394694,0.9261776451077942,2681.728475879812,2978.9266072828373
