,f11_mse
368,0.11604052646194182
369,0.10619659284845508
370,0.08860148448652251
371,0.09571232470782427
372,0.13393778890031563
373,0.10670361042272501
374,0.1432236963808478
375,0.16924221193204575
376,0.0893898091587588
377,0.13482432375845405
378,0.08659772931282554
379,0.08873036974688182
380,0.09645687929339777
381,0.1452002031158271
382,0.15335993087900407
383,0.11602682030616289
384,0.10212406897084075
385,0.13237389658083784
386,0.1539681239426501
387,0.11695573663417452
388,0.15235460052142089
389,0.1563838887487549
390,0.10502977689319404
391,0.08661101651772146
392,0.12493048412348307
393,0.0975129059530629
394,0.11706011173813238
395,0.0764783499707011
396,0.3093312312159891
397,0.12823883511666911
398,0.14777453952800482
399,0.12906590101559212
400,0.08630042881664521
401,0.17146972400239754
402,0.15812609192053415
403,0.11802622645796602
404,0.15070697347837092
405,0.14094510593565726
406,0.12237985620585277
407,0.0812797770984814
408,0.10345126600916713
409,0.13887376917484695
410,0.08163868212035508
411,0.12436746926474396
412,0.08444628769285593
413,0.09278876695021306
414,0.12121134470461756
415,0.13056822102772558
416,0.10959795448852154
417,0.1320351911608311
418,0.11611487149562601
419,0.1429548648110636
420,0.09243118471314442
421,0.08367672582134643
422,0.14727758336680716
423,0.07976023512090905
424,0.08969431851301168
425,0.152985610993428
426,0.11840261204493338
427,0.09368749839944357
428,0.17078809220714763
429,0.08217042930883511
430,0.12681397093816876
431,0.11882646594449187
432,0.14883323042309923
433,0.13008711037033263
434,0.0835018591349946
435,0.12177390585199095
436,0.0952177153273524
437,0.08040188980648211
438,0.12579051294965954
439,0.08977889139759192
440,0.13343365895455203
441,0.1654192108025466
442,0.10084815074532333
443,0.08417170662731052
444,0.0803679472119945
445,0.11737966560779635
446,0.13529548187515042
447,0.13328997673903553
448,0.08966725671091566
449,0.12402474615362984
450,0.11120213691061763
451,0.14450162829020227
452,0.10133173080588395
453,0.09913278229208153
454,0.10397102509470182
455,0.08755271232020484
456,0.13618939987332332
457,0.11439467315789484
458,0.08531100202086986
459,0.15103529908099977
460,0.17429131207192589
461,0.0948263515651093
462,0.08268662866150217
463,0.11979755363344521
464,0.093269921278315
465,0.08066688086798472
466,0.13816214561047777
467,0.09340585842717489
468,0.11625607356885485
469,0.0904724813179066
470,0.10919471021242146
471,0.12101461568874472
472,0.1182496768392924
473,0.12207812086396844
474,0.1221033202092656
475,0.0862252235955397
476,0.12714244223657992
477,0.11120830746928266
478,0.09045542620221816
479,0.11113670836568051
480,0.1386914993328788
481,0.10347785662499122
482,0.1281310878149206
483,0.1197606086955577
484,0.13780782148418352
485,0.1570977178591756
486,0.08837750750458295
487,0.12619415386539742
488,0.12486725451159804
489,0.12121149027330025
490,0.12027602291277921
491,0.11497122814289211
492,0.08456009776014282
493,0.1431467676924887
494,0.11603517277349965
495,0.09140567786737572
496,0.10479082269822834
497,0.13983883799750996
498,0.10592947951815757
499,0.13170559301952273
500,0.10438183086285097
501,0.10007463655953898
502,0.09101685990856712
503,0.13496345890075925
504,0.15827712189480517
505,0.1000190642034538
506,0.08865248861219967
507,0.08903528345117467
508,0.10118904596359328
509,0.11182784879887091
510,0.11174502547089159
511,0.1349993344624514
512,0.0889080152755632
513,0.07806038657489346
514,0.13669672006596484
515,0.1211806301964831
516,0.11546799614046327
517,0.10815799437103296
518,0.11491635325120203
519,0.1035113112258858
520,0.09134721344127322
521,0.10960870994777157
522,0.09373174669331256
523,0.08290541171523651
524,0.12284696175124164
525,0.08995735245489794
526,0.14684923170234465
527,0.38625050980048403
528,0.11734291677330831
529,0.11305317698260615
530,0.1192332026517357
531,0.1501949374383722
532,0.14801768822128358
533,0.1315831329124082
534,0.12852178880302417
535,0.0884893675135031
536,0.1443696711805671
537,0.1317694574090817
538,0.10025971155392528
539,0.09334709872417764
540,0.1319146638172063
541,0.1530170550291341
542,0.15945378541720037
543,0.08647448173131474
544,0.10175536139374276
545,0.10567602406433395
546,0.15645898150732956
547,0.10310684216582473
548,0.13847689306740624
549,0.16472900305948324
550,0.10549998551064743
551,0.11689193788756785
552,0.08056818873893334
553,0.21304823307834578
554,0.11942791825725742
555,0.10516529400688292
556,0.11626230353828333
557,0.12096233022160874
558,0.12004417579044159
559,0.12339696023809467
560,0.13151820101420056
561,0.09398128789736608
562,0.12108609674348239
563,0.10764321244037581
564,0.17780694017239101
565,0.12883943831765052
566,0.10083475413230869
567,0.10519390826886305
568,0.15143799232702004
569,0.15188888694243335
570,0.08069815765544183
571,0.10771809494991419
572,0.10152285072707645
573,0.12012618659747076
574,0.08741318774376812
575,0.20232857635316223
576,0.1538112489073044
577,0.0861350284029675
578,0.09360511043725388
579,0.11627981567396169
580,0.17276448605098516
581,0.08003975936821636
582,0.11672387555043022
583,0.10518072720599045
584,0.08202139781098132
585,0.11667030664804583
586,0.10556890914992739
587,0.11693486620320914
588,0.0839401709756422
589,0.10592893828940164
590,0.14260471216478068
591,0.11673714614018574
592,0.13285134993780162
593,0.10725783232704568
594,0.12563892097570079
595,0.16251417726735037
596,0.1208487316616955
597,0.11026863469657591
598,0.12233108558579009
599,0.13662869385444565
600,0.11113108521910887
601,0.08166645096145068
602,0.08453471928799079
603,0.09735727294248483
604,0.15151842905123525
605,0.082208859271606
606,0.09080689002414004
607,0.13752585473283607
608,0.12626119162822227
609,0.10126992447388708
610,0.10843456055883828
611,0.11388337534875242
612,0.10698086877374424
613,0.13066371089939188
614,0.11086190867557913
615,0.13046667523000757
616,0.11746140758094609
617,0.10353555608590642
618,0.10662447228969367
619,0.18723458325967499
620,0.14602677358064114
621,0.11782426181870119
622,0.13588171098771928
623,0.11116764047798709
624,0.25472003576594
625,0.1526465164801064
626,0.0816343037089041
627,0.11603784353229356
628,0.13724706798650252
629,0.19226443670364224
630,0.10560096584482946
631,0.09087371005012013
632,0.09183889433677127
633,0.11946907292433405
634,0.11878375613837677
635,0.11015069859322349
636,0.12979005643092315
637,0.12969302168720462
638,0.14347326284962242
639,0.1270713410575607
640,0.10279380649206753
641,0.07913765082682316
642,0.11848058564833767
643,0.08445353373483859
644,0.11669755403139193
645,0.12273256565308895
646,0.1070745636666631
647,0.08114679088125702
648,0.0759764172310988
649,0.11378306730710826
650,0.2350670117320017
651,0.11706672577534587
652,0.11442896911170813
653,0.1163735200486555
654,0.08926644821177956
655,0.09525233561807836
656,0.11575558729890703
657,0.1307096159801469
658,0.12924470159256238
659,0.1307866959671834
660,0.12162273069900266
661,0.1432272601790854
662,0.07656712514576289
663,0.1197152726857919
664,0.08397341018536252
665,0.10948000293252343
666,0.08949811866950635
667,0.08116959746021647
668,0.13234548405353816
669,0.09044999260157409
670,0.07644830421216661
671,0.09379445781344158
672,0.1143526087055363
673,0.09133121340802673
674,0.09677906124399514
675,0.11628861365167069
676,0.09646935529060922
677,0.09048476552279114
678,0.09902941253848588
679,0.09945270412371111
680,0.18314315245665921
681,0.10462178014257908
682,0.1217235932050158
683,0.12163356229186008
684,0.12241993856122636
685,0.13488164810195916
686,0.11853683312609328
687,0.11329436868750577
688,0.07934918092958498
689,0.10434408048834272
690,0.10680221086179055
691,0.08166188173209668
692,0.20458250732623998
693,0.10103965055575335
694,0.11688207239360997
695,0.07938959377465407
696,0.08383290386939234
697,0.13781781793259873
698,0.12907854464724527
699,0.25214468569874965
700,0.12756337450982205
701,0.11531238341747177
702,0.116749624029633
703,0.08453941146037855
704,0.11292027846675749
705,0.09770984251130724
706,0.13168696397740956
707,0.1274770932369036
708,0.16744018503310876
709,0.12875760882640497
710,0.18846438565116028
711,0.10115189281697923
712,0.10918495525338308
713,0.15961957718539976
714,0.10258565389512965
715,0.11602968124586147
716,0.08502619638603727
717,0.12379720015804743
718,0.1181737083669307
719,0.10639369670541672
720,0.10000815414504077
721,0.12343732448082433
722,0.10012858044296429
723,0.13428717420926614
724,0.14281999228531758
725,0.0786543450902302
726,0.10948799572999421
727,0.1138984343705523
728,0.1022994371827386
729,0.10535800796595968
730,0.07683009338419268
731,0.13100197667434857
732,0.1129350629912209
733,0.1082380066360718
734,0.08575537590490617
735,0.17654170506772413
736,0.10508441512807647
737,0.07909800486199903
738,0.11097551814794092
739,0.08258227112210896
740,0.1651556394597006
741,0.11294217274452403
742,0.09817523926695523
743,0.0994508982343848
744,0.20110625139876825
745,0.22672002237002772
746,0.11967450559370785
747,0.13336690252239122
748,0.10563609302573115
749,0.21171246952491063
750,0.10038610784359481
751,0.156033517421225
752,0.08244461405645104
753,0.11722876399473099
754,0.11436579825067551
755,0.1458305074595709
756,0.10982138328246263
757,0.1333451484419893
758,0.10606170280429512
759,0.085307338714795
760,0.10738894411822442
761,0.10715034986098894
762,0.15770157720079694
763,0.12181440665343712
764,0.09650252037921753
765,0.11709522148687607
766,0.09444483733307732
767,0.08535257471119974
768,0.07749765015507364
769,0.13042240886463263
770,0.09270729507375625
771,0.08240279755804293
772,0.10530587241643506
773,0.13957267724374106
774,0.12541147887329612
775,0.08934384198780324
776,0.07905890416415619
777,0.1276092410871984
778,0.1287487581027868
779,0.11912371446207987
780,0.08610554322708812
781,0.09626997890831872
782,0.11223330378315091
783,0.14634784222584066
784,0.08656924215776904
785,0.09870284545999904
786,0.14173146604008238
787,0.14424203319716547
788,0.10366844539658457
789,0.11060782528017506
790,0.11148601614835732
791,0.1126334707825733
792,0.10870506328789209
793,0.08610726389916379
794,0.10834915502362802
795,0.1591192182061449
796,0.1135356398682158
797,0.17388640440761194
798,0.08401433357233247
799,0.08605086680681298
800,0.1418484670055174
801,0.11772228498955549
802,0.15327665028938378
803,0.15138528117322614
804,0.08434305171962671
805,0.1343470889472224
806,0.07729419988150114
807,0.09616470755639002
808,0.10620068253879979
