,Method,Best AUC,Best Possible AUC,Average Best AUC,Zscore Sum Best AUC,Zscore Sum of Best Possible AUC
0,Loss,0.9803921568627451,0.9927170868347339,0.9806162464985994,158.82199685353984,252.99998021957387
1,Dist,0.9803921568627451,0.9929971988795518,0.9791036414565826,161.53596748831572,181.86314937776777
2,LOF,0.9857142857142858,0.9927170868347338,0.953669467787115,184.20227620459588,240.1704534459841
3,Isolation,0.9476190476190476,0.9907563025210084,0.9463305322128852,187.69564516153943,230.28142136932766
