,Method,Best AUC,Best Possible AUC,Average Best AUC,Zscore Sum Best AUC,Zscore Sum of Best Possible AUC
0,Loss,0.9083294699428218,0.9938649358677175,0.90418791531448,448.2476157510413,533.6174154711067
1,Dist,0.9361458816257148,0.9921959511667439,0.8354041106475043,422.5883049883248,594.6654051338683
2,LOF,0.631401638077577,0.9850873126255602,0.6058352650285891,386.8578495877642,519.5634936006137
3,Isolation,0.8615824447535158,0.98802348941431,0.8605594189460671,439.23369701387986,571.4109866623623
