,Method,Best AUC,Best Possible AUC,Average Best AUC,Zscore Sum Best AUC,Zscore Sum of Best Possible AUC
0,Loss,0.98759308906762,0.9894399761691987,0.9880458742925231,3738.268759859296,4746.908795617847
1,Dist,0.988486744116771,0.9914060172773309,0.9882931188561216,3651.1622132883176,4152.545197717475
2,LOF,0.9881143878462914,0.9904378909740841,0.9879505510872801,3106.235802733568,3611.6421118279923
3,Isolation,0.98704200178731,0.98923145665773,0.9877450104259754,3496.820534412259,3629.5179657191547
