steps,AUC
20000.0,0.9493145264909711
40000.0,0.9595772539453987
60000.0,0.9660465249083249
80000.0,0.9684898372076898
100000.0,0.9701132734266333
120000.0,0.9707863060299643
140000.0,0.9684041785127204
160000.0,0.9679310161976514
180000.0,0.9683429937305994
200000.0,0.9673966691004614
220000.0,0.9668582430177967
