loss,loss_q0,loss_q1,loss_q2,mse,mse_q0,mse_q1,mse_q2,step
0.12859560020733624,0.24378250539302826,0.01581287058070302,0.003791992785409093,0.12859560020733624,0.24378250539302826,0.01581287058070302,0.003791992785409093,0
0.12377054578624676,0.21898228392284383,0.033839576644531855,0.007435731670120734,0.12377054578624676,0.21898228392284383,0.033839576644531855,0.007435731670120734,200
0.12042002786614467,0.2110320302434261,0.035313717361131994,0.007785257999785243,0.12042002786614467,0.2110320302434261,0.035313717361131994,0.007785257999785243,400
0.12705930508300575,0.22485172901954545,0.034652898059284835,0.0077228134952019925,0.12705930508300575,0.22485172901954545,0.034652898059284835,0.0077228134952019925,600
0.12227844525308998,0.21485960972309115,0.035150708535220454,0.007883569774567157,0.12227844525308998,0.21485960972309115,0.035150708535220454,0.007883569774567157,800
0.12490983936889143,0.21958770316466736,0.03582918952306501,0.007843119773315262,0.12490983936889143,0.21958770316466736,0.03582918952306501,0.007843119773315262,1000
