0.938644467,0.894347273,0
0.845697612,0.799019373,0
0.337069513,0.725073992,1
0.311230365,0.724770571,1
0.333025943,0.720324107,1
0.335243171,0.720314359,1
0.308762958,0.713337598,1
0.31454991,0.709484392,1
0.360036865,0.702581458,1
0.346474772,0.692992347,1
0.727296802,0.691004135,0
0.349765774,0.423994244,0
0.267326138,0.413546694,0
0.304347164,0.413115179,0
0.270881816,0.411431501,0
0.24598172,0.410600955,0
0.257693307,0.410312225,0
0.283206157,0.409478517,0
0.267922919,0.403568599,0
0.281397018,0.40339269,0
0.289218991,0.386269441,0
0.409517013,0.38129412,0
0.298799857,0.379934894,0
0.312959251,0.373825429,1
0.232684106,0.36627446,1
0.260866083,0.363218126,1
0.227085925,0.36075792,1
0.236116559,0.340886004,1
0.204675937,0.338792285,1
0.463139572,0.338404512,0
0.214851364,0.328918998,1
0.21623041,0.327609591,1
0.314610271,0.322434076,0
0.208990261,0.294676518,1
0.188868604,0.293417011,1
0.204236571,0.292820597,1
0.201128313,0.291258984,1
0.25369947,0.282385732,0
0.258389281,0.272196382,0
0.363432177,0.265640315,0
0.272213116,0.265012938,0
0.21903843,0.263581798,0
0.320033389,0.261066219,0
0.211545389,0.258251426,1
0.251235027,0.255119689,0
0.225297067,0.253529953,1
0.196534131,0.252641309,1
0.120774685,0.25219862,1
0.13846481,0.251993596,1
0.362961656,0.25038628,0
0.18826135,0.250209553,1
0.205316327,0.24917947,0
0.193404245,0.248852275,1
0.412523211,0.246715845,0
0.310342717,0.243710635,1
0.198412711,0.242916685,1
0.186251597,0.238500727,1
0.18594393,0.237664601,0
0.202730477,0.231194389,0
0.27462137,0.228461574,0
0.194664028,0.220469346,0
0.223816461,0.219774939,0
0.238005595,0.219736766,1
0.210092699,0.216810108,0
0.220222416,0.216408275,0
0.196349502,0.21570734,0
0.230474763,0.215367022,0
0.204718572,0.21475598,0
0.189306595,0.21437123,0
0.203193248,0.212336956,0
0.287602058,0.211270586,0
0.134497762,0.209846631,1
0.375812589,0.209369827,0
0.139321174,0.209172656,1
0.210886246,0.208601285,0
0.188839575,0.208234952,0
0.197316904,0.206488314,1
0.190788422,0.204329028,0
0.233584803,0.202393897,0
0.18024828,0.201628309,0
0.211248454,0.200825662,0
0.214313507,0.20052068,0
0.281744085,0.200246026,0
0.224633532,0.198583722,1
0.194327882,0.19641788,1
0.202920486,0.19514357,0
0.262491745,0.194634506,0
0.308860447,0.19423196,0
0.210103327,0.193996147,0
0.24429851,0.189395815,0
0.197406576,0.189145504,0
0.203404112,0.187691365,0
0.187092805,0.187352573,0
0.187741867,0.185988641,0
0.184385277,0.184645221,0
0.195907258,0.184468732,0
0.184639606,0.18315002,0
0.143840352,0.181545245,0
0.163244678,0.179334017,0
0.168264609,0.178753015,0
0.173063457,0.177794259,0
0.17089796,0.17753298,0
0.138808743,0.176139686,0
0.151449408,0.174243467,0
0.163879785,0.17317325,0
0.146707581,0.172522021,0
0.153115639,0.172076178,0
0.250418873,0.171173609,0
0.142120118,0.170623434,0
0.152452689,0.170358506,0
0.167218184,0.170214228,0
0.145722895,0.167314121,0
0.2256255,0.165059914,0
0.152072694,0.164564612,0
0.190456587,0.163673735,0
0.242874294,0.162562182,0
0.173072059,0.162475711,0
0.186412611,0.162429364,0
0.187925411,0.162429364,0
0.170644838,0.162429364,0
0.178377216,0.162429364,0
0.191743398,0.161950927,0
0.155439204,0.161332447,0
0.26450768,0.156020399,0
0.184452112,0.155924929,0
0.242265965,0.154416691,0
0.137458675,0.154226442,0
0.142349618,0.154035967,0
0.132413753,0.153872068,0
0.157462604,0.15121184,0
0.245863863,0.150535775,0
0.277282408,0.149290221,0
0.155094259,0.148422686,0
0.138124871,0.147867671,0
0.218277295,0.146283457,0
0.126364643,0.143083425,0
0.193931121,0.14237521,0
0.187454336,0.141282394,0
0.138765942,0.140146049,0
0.148290525,0.140139572,0
0.133717103,0.140036126,0
0.121223792,0.139307482,0
0.140285241,0.139102649,0
0.233595532,0.139076223,0
0.153784084,0.13782413,0
0.200903003,0.135952081,0
0.196883206,0.135617062,0
0.123489517,0.134653363,0
0.105115248,0.133941435,0
0.194964899,0.132774191,0
0.171894712,0.132767534,1
0.186851365,0.131245596,0
0.096591439,0.131040729,0
0.133517791,0.12980714,0
0.131924144,0.12979534,0
0.11813236,0.129772375,0
0.180722722,0.129192362,0
0.165714182,0.128243796,0
0.159830024,0.126729005,0
0.140280548,0.126570393,0
0.175345352,0.124707623,0
0.121066206,0.12411606,0
0.148321706,0.123855007,0
0.200226898,0.123545387,0
0.211885304,0.123373905,0
0.190765573,0.123332533,0
0.369399621,0.122740676,0
0.108868656,0.121915262,0
0.117846372,0.121855418,0
0.175517917,0.121786252,0
0.14789497,0.121259626,0
0.199775298,0.120422314,0
0.132071696,0.120030426,1
0.228275654,0.119598754,0
0.141738923,0.119368207,0
0.122250212,0.118588986,0
0.121458783,0.118448917,0
0.170390715,0.117962926,0
0.109458921,0.116395541,0
0.197734681,0.116293465,0
0.086607434,0.116028674,0
0.106225449,0.115903757,0
0.142920691,0.114959164,0
0.140632775,0.11483346,0
0.116691989,0.114556331,0
0.126829699,0.113793606,0
0.19397288,0.11323933,0
0.157395578,0.113153839,0
0.119780424,0.112994057,0
0.104628303,0.112837626,0
0.139186974,0.112665204,0
0.109140307,0.112150627,0
0.162353145,0.111822208,0
0.100385952,0.110382176,0
0.131679894,0.11029046,0
0.169041893,0.110047242,0
0.106990942,0.110023859,0
0.116412972,0.109660056,0
0.120269593,0.109650933,0
0.122841245,0.108801275,0
0.127557803,0.108482874,0
0.095534093,0.10827958,0
0.086221602,0.108185876,0
0.136505868,0.107440014,0
0.097868917,0.107035134,0
0.093878835,0.106821564,0
0.125549169,0.106750394,0
0.139652281,0.106289539,0
0.118124211,0.106007501,0
0.137751936,0.106002448,0
0.153288946,0.105556961,0
0.125331875,0.105331961,0
0.090867202,0.105301394,0
0.179507673,0.105135788,0
0.118214934,0.10485174,0
0.130736038,0.104721915,0
0.159089406,0.104700381,0
0.11831234,0.104668263,0
0.108552142,0.10419376,0
0.137913634,0.103876415,0
0.084537375,0.103655531,0
0.08871965,0.103655531,0
0.088791597,0.103655531,0
0.099493831,0.103655531,0
0.121846459,0.103538556,0
