,Method,Best AUC,Best Possible AUC,Average Best AUC,Zscore Sum Best AUC,Zscore Sum of Best Possible AUC
0,Loss,0.7358356479703727,0.7415533046988964,0.733524007132025,1119.757714489114,1151.620219311135
1,Dist,0.7356861729605758,0.7838346164895584,0.7451362687514864,1119.757663923356,1119.757741538125
2,LOF,0.6370735343476492,0.7822477786814244,0.644397251886116,1119.757126553845,1119.7575237135902
3,Isolation,0.70592625303285,0.7550879758995496,0.7318140242334812,1119.7576574947866,1322.3058364029819
