loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,step
0.9806819898866025,0.7170736035748206,0.7661464157613943,1.5424365103977034,0.8603257107743418,0.9806819898866025,0.7170736035748206,0.7661464157613943,1.5424365103977034,0.8603257107743418,0
0.21315223702365757,0.5338663519478141,0.13676058023147777,0.09037245752969343,0.08556521350453111,0.21315223702365757,0.5338663519478141,0.13676058023147777,0.09037245752969343,0.08556521350453111,200
0.0725079973335409,0.26439754608293164,0.011021642687104073,0.0054917944680891945,0.009380131931819703,0.0725079973335409,0.26439754608293164,0.011021642687104073,0.0054917944680891945,0.009380131931819703,400
0.05085631213733414,0.18809894037780472,0.005677033189962478,0.0035982868642874246,0.0064417393692364185,0.05085631213733414,0.18809894037780472,0.005677033189962478,0.0035982868642874246,0.0064417393692364185,600
0.04118942230028855,0.15265729296389838,0.004190277264845703,0.002866033878689467,0.0048074899630393565,0.04118942230028855,0.15265729296389838,0.004190277264845703,0.002866033878689467,0.0048074899630393565,800
0.03602477764699707,0.13019467338821272,0.004444793266207124,0.0032222067115333657,0.004374697150306486,0.03602477764699707,0.13019467338821272,0.004444793266207124,0.0032222067115333657,0.004374697150306486,1000
0.030642471118687897,0.11002964240577458,0.0031932562649376332,0.0022083946897328423,0.003907111197274648,0.030642471118687897,0.11002964240577458,0.0031932562649376332,0.0022083946897328423,0.003907111197274648,1200
0.028316298010895958,0.10216494004588565,0.0035333970692158073,0.003113609668163227,0.0040853349773958035,0.028316298010895958,0.10216494004588565,0.0035333970692158073,0.003113609668163227,0.0040853349773958035,1400
0.02399788837379655,0.08792871430096699,0.0031429324986020747,0.0024379618230779736,0.003121882754980442,0.02399788837379655,0.08792871430096699,0.0031429324986020747,0.0024379618230779736,0.003121882754980442,1600
0.023945009844585703,0.08650803793099078,0.0034113008539842344,0.002707886912818171,0.003405056239630626,0.023945009844585703,0.08650803793099078,0.0034113008539842344,0.002707886912818171,0.003405056239630626,1800
0.0253388886622256,0.09090093894953803,0.0039272786953060065,0.0028104151315870795,0.0032638007847325015,0.0253388886622256,0.09090093894953803,0.0039272786953060065,0.0028104151315870795,0.0032638007847325015,2000
0.02539990964755592,0.08846413862529705,0.0033527606856335653,0.003005510938588378,0.004667497668486276,0.02539990964755592,0.08846413862529705,0.0033527606856335653,0.003005510938588378,0.004667497668486276,2200
0.021562229990148677,0.07783447930757245,0.0027253941131727883,0.0019299855037087578,0.0028604480329514075,0.021562229990148677,0.07783447930757245,0.0027253941131727883,0.0019299855037087578,0.0028604480329514075,2400
0.021794425575756733,0.07897326631382595,0.00282626103703759,0.0019060487569291264,0.002717288908475361,0.021794425575756733,0.07897326631382595,0.00282626103703759,0.0019060487569291264,0.002717288908475361,2600
0.01734872361846731,0.06468185884689982,0.0023304446618836587,0.0015892695818466695,0.00212311882161731,0.01734872361846731,0.06468185884689982,0.0023304446618836587,0.0015892695818466695,0.00212311882161731,2800
0.01821385214201847,0.06820843636058647,0.0022847114709166616,0.0016768954703661502,0.0024027775685854986,0.01821385214201847,0.06820843636058647,0.0022847114709166616,0.0016768954703661502,0.0024027775685854986,3000
0.016423053598758168,0.058789760569325444,0.0025852729346486107,0.0016065422260639105,0.0024179759271896455,0.016423053598758168,0.058789760569325444,0.0025852729346486107,0.0016065422260639105,0.0024179759271896455,3200
0.018232178738365225,0.06495986596595885,0.002270887776503752,0.002165368199651766,0.0031878592553317244,0.018232178738365225,0.06495986596595885,0.002270887776503752,0.002165368199651766,0.0031878592553317244,3400
0.01673398196982196,0.06050912590436136,0.0023424073709063463,0.0018559009987959537,0.002444930116971737,0.01673398196982196,0.06050912590436136,0.0023424073709063463,0.0018559009987959537,0.002444930116971737,3600
0.013974400736393812,0.05234192727030377,0.0017660833300751938,0.0011158623262451975,0.0015855286454547817,0.013974400736393812,0.05234192727030377,0.0017660833300751938,0.0011158623262451975,0.0015855286454547817,3800
0.013315860765830089,0.04860832116601574,0.0016472549048864662,0.0013633748949026954,0.0019263620264613295,0.013315860765830089,0.04860832116601574,0.0016472549048864662,0.0013633748949026954,0.0019263620264613295,4000
0.015745669865186704,0.05740138790084387,0.00231176798515549,0.0015452761297406652,0.0021620111617788804,0.015745669865186704,0.05740138790084387,0.00231176798515549,0.0015452761297406652,0.0021620111617788804,4200
0.015178630975182357,0.05235015871620209,0.0021094618297371284,0.0022910967863614554,0.0023518117533354818,0.015178630975182357,0.05235015871620209,0.0021094618297371284,0.0022910967863614554,0.0023518117533354818,4400
0.015606575113891307,0.058258337331194066,0.002118630843194929,0.0017070679470627985,0.0021580895805292195,0.015606575113891307,0.058258337331194066,0.002118630843194929,0.0017070679470627985,0.0021580895805292195,4600
0.017552563491483392,0.06540294352374526,0.001768459939655026,0.0017114721821742732,0.002218416496756984,0.017552563491483392,0.06540294352374526,0.001768459939655026,0.0017114721821742732,0.002218416496756984,4800
