loss,loss_q0,mse,mse_q0,step
0.5035804729908706,0.5035804729908706,0.5035804729908706,0.5035804729908706,0
0.4794459223249027,0.4794459223249027,0.4794459223249027,0.4794459223249027,200
0.4846781361825759,0.4846781361825759,0.4846781361825759,0.4846781361825759,400
0.48288048699144664,0.48288048699144664,0.48288048699144664,0.48288048699144664,600
0.47879236175920425,0.47879236175920425,0.47879236175920425,0.47879236175920425,800
0.4860474533814957,0.4860474533814957,0.4860474533814957,0.4860474533814957,1000
0.48711425369791506,0.48711425369791506,0.48711425369791506,0.48711425369791506,1200
0.48064641273822617,0.48064641273822617,0.48064641273822617,0.48064641273822617,1400
0.48761543209823277,0.48761543209823277,0.48761543209823277,0.48761543209823277,1600
