loss,step
tensor(0.4850, grad_fn=<MseLossBackward0>),0
tensor(0.0353, grad_fn=<MseLossBackward0>),100
tensor(0.0268, grad_fn=<MseLossBackward0>),200
tensor(0.0435, grad_fn=<MseLossBackward0>),300
tensor(0.0225, grad_fn=<MseLossBackward0>),400
tensor(0.0245, grad_fn=<MseLossBackward0>),500
tensor(0.0186, grad_fn=<MseLossBackward0>),600
tensor(0.0245, grad_fn=<MseLossBackward0>),700
tensor(0.0077, grad_fn=<MseLossBackward0>),800
tensor(0.0136, grad_fn=<MseLossBackward0>),900
